Naam openbare ruimte;Huisnummer;Huisletter;Huisnummertoevoeging;Postcode;Woonplaats;Naam stadsdeel;Code stadsdeel;Naam gebiedsgerichtwerkengebied;Code gebiedsgerichtwerkengebied;Naam Wijk;Code Wijk;Naam buurt;Code buurt;Code bouwblok;X-coordinaat (RD);Y-coordinaat (RD);Latitude (WGS84);Longitude (WGS84);Indicatie hoofdadres;Gebruiksdoel;Feitelijk gebruik;Oppervlakte (m2);Objecttype;Verblijfsobjectstatus;Openbareruimte-identificatie;Pandidentificatie;Verblijfsobjectidentificatie;Ligplaatsidentificatie;Standplaatsidentificatie;Nummeraanduidingidentificatie
Archangelkade;6;B;;1013BE;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD39;119955;489812;52,3950327;4,8723339;;BEST-overige gebruiksfunctie ;bedrijf;147;Verblijfsobject;Verblijfsobject in gebruik;0363300000002742;['0363100012084381'];0363010001038363;;;0363200000514431
Archangelkade;2;E;;1013BE;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD39;119972;489861;52,3954741;4,8725785;;BEST-industriefunctie;bedrijf;147;Verblijfsobject;Verblijfsobject in gebruik;0363300000002742;['0363100012166332'];0363010001038352;;;0363200000514438
Archangelkade;6;E;;1013BE;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD39;119948;489837;52,3952569;4,8722285;;BEST-overige gebruiksfunctie ;bedrijf;147;Verblijfsobject;Verblijfsobject in gebruik;0363300000002742;['0363100012119464'];0363010001038367;;;0363200000514440
Petroleumhavenweg;22;A;;1041AC;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC25;118926;491408;52,4093096;4,8570452;;BEST-overige gebruiksfunctie ;bedrijf;195;Verblijfsobject;Verblijfsobject in gebruik;0363300000004355;['0363100012151902'];0363010001173320;;;0363200000514448
Petroleumhavenweg;22;D;;1041AC;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC25;118956;491415;52,4093744;4,8574853;;BEST-overige gebruiksfunctie ;bedrijf;83;Verblijfsobject;Verblijfsobject in gebruik;0363300000004355;['0363100012151902'];0363010001173323;;;0363200000514451
Petroleumhavenweg;22;M;;1041AC;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC25;118996;491425;52,4094669;4,8580721;;BEST-overige gebruiksfunctie ;opslag / distributie;59;Verblijfsobject;Verblijfsobject in gebruik;0363300000004355;['0363100012151902'];0363010001173330;;;0363200000514458
Petroleumhavenweg;22;N;;1041AC;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC25;118924;491400;52,4092375;4,8570167;;BEST-overige gebruiksfunctie ;bedrijf;112;Verblijfsobject;Verblijfsobject in gebruik;0363300000004355;['0363100012151902'];0363010001173331;;;0363200000514459
Petroleumhavenweg;22;R;;1041AC;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC25;118927;491382;52,4090760;4,8570627;;BEST-overige gebruiksfunctie ;bedrijf;167;Verblijfsobject;Verblijfsobject in gebruik;0363300000004355;['0363100012151902'];0363010001173333;;;0363200000514461
Haparandadam;7;A;5;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120500;490011;52,3968557;4,8803201;;BEST-overige gebruiksfunctie ;;58;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072597;;;0363200012072886
Haparandadam;7;C;1;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120503;490003;52,3967839;4,8803650;;BEST-overige gebruiksfunctie ;;119;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072612;;;0363200012072901
Haparandadam;7;A;1;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120499;490012;52,3968646;4,8803053;;BEST-overige gebruiksfunctie ;;58;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072596;;;0363200012072885
Haparandadam;7;A;6;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120502;490009;52,3968378;4,8803497;;BEST-overige gebruiksfunctie ;;58;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012072594;;;0363200012072883
Basisweg;34;;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF07;117184;489531;52,3923233;4,8316566;;BEST-industriefunctie;bedrijf;1578;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012071928'];0363010012073449;;;0363200012073785
Basisweg;34;B;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF07;117192;489587;52,3928271;4,8317679;;BEST-industriefunctie;bedrijf;203;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012071928'];0363010012073450;;;0363200012073786
Nieuwe Hemweg;103;;;1041AL;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB56;117900;490819;52,4039477;4,8420324;;BEST-bijeenkomstfunctie;overig bedrijf;48;Verblijfsobject;Verblijfsobject in gebruik (niet ingemeten);0363300000003906;['0363100012215436'];0363010012077150;;;0363200012077569
Australiëhavenweg;116;;;1046BR;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;;114733;490399;52,3999498;4,7955471;;BEST-industriefunctie;benzinestation;16;Verblijfsobject;Verblijfsobject in gebruik;0363300000005593;['0363100012241808'];0363010012076480;;;0363200012076888
Danzigerkade;55;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD44;120225;490444;52,4007298;4,8762350;;BEST-kantoorfunctie;kantoor (hoofdcode);2957;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012241991'];0363010012077404;;;0363200012077835
Basisweg;56;C;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116430;489524;52,3922079;4,8205811;;BEST-kantoorfunctie;bedrijf;92;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012088133'];0363010012080603;;;0363200012081751
Basisweg;56;R;;1043AP;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF03;116438;489524;52,3922085;4,8206986;;BEST-kantoorfunctie;bedrijf;63;Verblijfsobject;Verblijfsobject in gebruik;0363300000002488;['0363100012088133'];0363010012080614;;;0363200012081762
Ankerweg;16;A;;1041AT;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC01;117401;492081;52,4152555;4,8345587;;BEST-industriefunctie;overig bedrijf;347;Verblijfsobject;Verblijfsobject in gebruik;0363300000002719;['0363100012242476'];0363010012080136;;;0363200012081185
Haparandadam;7;C;13;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120502;489999;52,3967479;4,8803507;;BEST-industriefunctie;;35;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012080756;;;0363200012081904
Haparandadam;7;C;12;1013AK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120500;489998;52,3967388;4,8803215;;BEST-industriefunctie;;50;Verblijfsobject;Verblijfsobject in gebruik;0363300003682813;['0363100012240915'];0363010012080755;;;0363200012081903
Van Riebeeckhavenweg;5;;;1041AD;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;;118641;491255;52,4079157;4,8528735;;BEST-kantoorfunctie;kantoor (hoofdcode);100;Verblijfsobject;Verblijfsobject in gebruik;0363300000006095;['0363100012243285'];0363010012085334;;;0363200012086562
Nieuwe Hemweg;3;A;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119683;489721;52,3941974;4,8683475;;BEST-industriefunctie;bedrijf;260;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012130130'];0363010000755442;;;0363200000395936
Westhavenweg;45;;;1042AL;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB07;117441;491017;52,4056959;4,8352657;;BEST-industriefunctie;bedrijf;1270;Verblijfsobject;Verblijfsobject in gebruik;0363300000004857;['0363100012089104'];0363010000866562;;;0363200000397159
Zekeringstraat;46;;;1014BT;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG04;118345;490051;52,3970754;4,8486552;;BEST-kantoorfunctie;kantoor in bedrijfsverzamelgebouw;2207;Verblijfsobject;Verblijfsobject in gebruik;0363300000001755;['0363100012126116'];0363010000903532;;;0363200000397164
Zekeringstraat;48;;;1014BT;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG04;118293;490050;52,3970630;4,8478913;;BEST-kantoorfunctie;kantoor in bedrijfsverzamelgebouw;1585;Verblijfsobject;Verblijfsobject in gebruik;0363300000001755;['0363100012064623'];0363010000903533;;;0363200000397165
Mainhavenweg;6;;;1043AL;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF05;116764;489707;52,3938760;4,8254667;;BEST-industriefunctie;overig bedrijf;74613;Verblijfsobject;Verblijfsobject in gebruik;0363300000004244;['0363100012110249'];0363010000733106;;;0363200000194092
Rigakade;39;;;1013BB;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD39;119974;489923;52,3960315;4,8726015;;BEST-industriefunctie;opslag / distributie;537;Verblijfsobject;Verblijfsobject in gebruik;0363300000004661;['0363100012085691'];0363010000792551;;;0363200000398854
Zekeringstraat;45;;;1014BP;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG03;118352;489916;52,3958626;4,8487727;;BEST-onderwijsfunctie;kantoor (hoofdcode);2953;Verblijfsobject;Verblijfsobject gevormd;0363300000001755;['0363100012117953'];0363010012087772;;;0363200012089117
Archangelkade;3;D;;1013BE;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119765;489837;52,3952452;4,8695400;;BEST-industriefunctie;bedrijf;1;Verblijfsobject;Verblijfsobject in gebruik;0363300000002742;['0363100012099348'];0363010000571608;;;0363200000400412
Archangelkade;17;D;;1013BE;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119718;489960;52,3963476;4,8688366;;BEST-industriefunctie;bedrijf;2750;Verblijfsobject;Verblijfsobject in gebruik;0363300000002742;['0363100012125503'];0363010000571624;;;0363200000400414
Archangelkade;19;A;;1013BE;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119699;489945;52,3962116;4,8685590;;BEST-industriefunctie;;1875;Verblijfsobject;Verblijfsobject in gebruik;0363300000002742;['0363100012117784'];0363010000571626;;;0363200000400415
Archangelkade;19;B;;1013BE;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119681;489934;52,3961115;4,8682957;;BEST-industriefunctie;opslag / distributie;1000;Verblijfsobject;Verblijfsobject in gebruik;0363300000002742;['0363100012140407'];0363010000571627;;;0363200000400416
Archangelkade;49;;;1013BE;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119864;489931;52,3960963;4,8709846;;BEST-industriefunctie;opslag / distributie;350;Verblijfsobject;Verblijfsobject in gebruik;0363300000002742;['0363100012107488'];0363010000571638;;;0363200000400418
Zekeringstraat;42;;;1014BT;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG04;118398;490027;52,3968633;4,8494364;;BEST-kantoorfunctie;;2430;Verblijfsobject;Verblijfsobject in gebruik;0363300000001755;['0363100012084065'];0363010000903530;;;0363200000400762
Zekeringstraat;44;;;1014BT;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG04;118397;490052;52,3970879;4,8494190;;BEST-kantoorfunctie;kantoor in bedrijfsverzamelgebouw;2207;Verblijfsobject;Verblijfsobject in gebruik;0363300000001755;['0363100012246105'];0363010000903531;;;0363200000400763
Gyroscoopweg;52;;;1042AC;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB25;117884;490393;52,4001181;4,8418444;;BEST-industriefunctie;bedrijf;614;Verblijfsobject;Verblijfsobject in gebruik;0363300000003773;['0363100012134193'];0363010000654387;;;0363200000403229
Gyroscoopweg;54;;;1042AC;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB25;117897;490386;52,4000560;4,8420362;;BEST-industriefunctie;bedrijf;614;Verblijfsobject;Verblijfsobject in gebruik;0363300000003773;['0363100012134193'];0363010000654388;;;0363200000403230
Kombuisweg;31;;;1041AV;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC02;116866;492192;52,4162161;4,8266828;;BEST-industriefunctie;bedrijf;618;Verblijfsobject;Verblijfsobject in gebruik;0363300000000923;['0363100012075440', '0363100012086416'];0363010012093489;;;0363200012094902
Zekeringstraat;29;;;1014BV;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG43;118587;489928;52,3959861;4,8522239;;BEST-kantoorfunctie;kantoor in bedrijfsverzamelgebouw;5831;Verblijfsobject;Verblijfsobject in gebruik;0363300000001755;['0363100012075735', '0363100012072518'];0363010012094116;;;0363200012095532
Moermanskkade;301;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119886;490361;52,3999622;4,8712628;;BEST-kantoorfunctie;overig bedrijf;850;Verblijfsobject;Verblijfsobject gevormd;0363300000006027;['0363100012244865'];0363010012094586;;;0363200012096043
Danzigerkade;213;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD44;120135;490459;52,4008589;4,8749111;;BEST-kantoorfunctie;overig bedrijf;922;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012245507'];0363010012095775;;;0363200012097238
Moermanskkade;401;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119834;490342;52,3997882;4,8705008;;BEST-kantoorfunctie;overig bedrijf;499;Verblijfsobject;Verblijfsobject gevormd;0363300000006027;['0363100012245506'];0363010012095756;;;0363200012097219
Moermanskkade;421;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119835;490341;52,3997792;4,8705156;;BEST-kantoorfunctie;overig bedrijf;812;Verblijfsobject;Verblijfsobject gevormd;0363300000006027;['0363100012245506'];0363010012095761;;;0363200012097224
Moermanskkade;321;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119889;490361;52,3999624;4,8713069;;BEST-kantoorfunctie;overig bedrijf;850;Verblijfsobject;Verblijfsobject gevormd;0363300000006027;['0363100012244865'];0363010012095668;;;0363200012097130
Moermanskkade;508;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119782;490317;52,3995601;4,8697394;;BEST-kantoorfunctie;overig bedrijf;939;Verblijfsobject;Verblijfsobject gevormd;0363300000006027;['0363100012245742'];0363010012096127;;;0363200012097591
Kaapstadweg;35;;;1047HG;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA35;111059;491060;52,4056083;4,7414803;;BEST-kantoorfunctie;bedrijf;4156;Verblijfsobject;Verblijfsobject in gebruik;0363300000001077;['0363100012244958'];0363010012098297;;;0363200012099775
Danzigerkade;4;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD41;120358;489985;52,3966130;4,8782366;;BEST-kantoorfunctie;overig bedrijf;1682;Verblijfsobject;Verblijfsobject in gebruik (niet ingemeten);0363300000003195;['0363100012246287'];0363010012099241;;;0363200012100764
Zekeringstraat;45;E;;1014BP;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG03;118355;489914;52,3958449;4,8488170;;BEST-kantoorfunctie;kantoor (hoofdcode);1;Verblijfsobject;Verblijfsobject in gebruik;0363300000001755;['0363100012117953'];0363010000936689;;;0363200000413280
Rigakade;10;;;1013BC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;120125;489843;52,3953221;4,8748282;;BEST-industriefunctie;opslag / distributie;2709;Verblijfsobject;Verblijfsobject in gebruik;0363300000004661;['0363100012133795'];0363010000936614;;;0363200000412939
Nieuwe Hemweg;28;;;1013CX;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119364;489851;52,3953451;4,8636473;;BEST-industriefunctie;opslag / distributie;431;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012154630'];0363010000936619;;;0363200000412944
Nieuwe Hemweg;30;;;1013CX;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119384;489864;52,3954632;4,8639398;;BEST-industriefunctie;opslag / distributie;431;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012154630'];0363010000936620;;;0363200000412945
Nieuwe Hemweg;50;;;1013CX;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119408;489775;52,3946649;4,8643018;;BEST-industriefunctie;bedrijf;520;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012154630'];0363010000597816;;;0363200000412955
Nieuwe Hemweg;58;;;1013CX;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119420;489814;52,3950162;4,8644739;;BEST-industriefunctie;opslag / distributie;431;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012139614'];0363010000936639;;;0363200000412959
Dynamostraat;72;;;1014BZ;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG01;118444;490221;52,3986099;4,8500911;;BEST-bijeenkomstfunctie;;6484;Verblijfsobject;Verblijfsobject in gebruik;0363300000005547;['0363100012081890'];0363010000675765;;;0363200000415211
Nieuwe Hemweg;4;F;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119590;489757;52,3945149;4,8669775;;BEST-industriefunctie;bedrijf;507;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012067107'];0363010000755451;;;0363200000215913
Nieuwe Hemweg;5;A;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119612;489774;52,3946691;4,8672989;;BEST-industriefunctie;bedrijf;1317;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012083989'];0363010000755456;;;0363200000215918
Nieuwe Hemweg;5;C;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119586;489808;52,3949730;4,8669133;;BEST-industriefunctie;bedrijf;485;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012116760'];0363010000755458;;;0363200000215920
Nieuwe Hemweg;5;D;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119575;489823;52,3951071;4,8667501;;BEST-industriefunctie;bedrijf;650;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012075970'];0363010000755459;;;0363200000215921
Nieuwe Hemweg;5;E;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119562;489838;52,3952411;4,8665576;;BEST-industriefunctie;bedrijf;1162;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012131475'];0363010000755460;;;0363200000215922
Nieuwe Hemweg;5;F;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119648;489801;52,3949141;4,8678249;;BEST-industriefunctie;bedrijf;1004;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012110196'];0363010000755461;;;0363200000215923
Nieuwe Hemweg;6;E;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119629;489751;52,3944635;4,8675510;;BEST-industriefunctie;bedrijf;230;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012062746'];0363010000755471;;;0363200000215932
Nieuwe Hemweg;6;K;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119666;489778;52,3947086;4,8680918;;BEST-industriefunctie;bedrijf;230;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012100531'];0363010000755475;;;0363200000215935
Nieuwe Hemweg;6;L;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119674;489784;52,3947630;4,8682086;;BEST-industriefunctie;bedrijf;230;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012119964'];0363010000755476;;;0363200000215936
Nieuwe Hemweg;7;D;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119639;489721;52,3941946;4,8677011;;BEST-industriefunctie;bedrijf;204;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012147467'];0363010000755483;;;0363200000215943
Nieuwe Hemweg;7;L;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119692;489762;52,3945664;4,8684754;;BEST-industriefunctie;bedrijf;200;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012110298'];0363010000755489;;;0363200000215949
Nieuwe Hemweg;35;;;1041AZ;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC11;117482;491234;52,4076489;4,8358439;;BEST-overige gebruiksfunctie ;dienstverlening openbaar nut;1626;Verblijfsobject;Verblijfsobject in gebruik;0363300000003906;['0363100012120788'];0363010000755501;;;0363200000215960
